employee_code,period,basic_salary,fixed_allowances,shift_allowances,overtime_pay,bonus,gross_earnings,attendance_deduction,no_pay_deduction,loan_deduction,total_deductions,net_salary,status
EMP0097,2026-08,80000,10736,0,2096.15,0,92832.15,1025.64,9230.77,0,10256.41,82575.74,PAID
EMP0098,2026-08,80000,11209,0,1500,0,92709,0,3076.92,0,3076.92,89632.08,PAID
EMP0099,2026-08,73300,9432,0,405.26,0,83137.26,704.81,5638.46,0,6343.27,76793.99,PAID
EMP0100,2026-08,79700,11698,0,0,0,91398,753.57,3065.38,0,3818.95,87579.05,PAID
EMP0001,2026-09,423400,10834,0,5496.06,0,439730.06,3697.96,0,0,3697.96,436032.1,CALCULATED
EMP0002,2026-09,189600,10939,0,3418.27,0,203957.27,1519.23,14584.62,0,16103.85,187853.42,REVIEWED
EMP0003,2026-09,58700,9613,0,0,0,68313,155.22,6773.08,0,6928.3,61384.7,APPROVED
EMP0004,2026-09,49300,11094,0,177.76,0,60571.76,0,0,0,0,60571.76,APPROVED
EMP0005,2026-09,59300,11247,0,0,0,70547,475.16,0,0,475.16,70071.84,CALCULATED
EMP0006,2026-09,51700,11215,0,0,15625,78540,182.28,3976.92,0,4159.2,74380.8,REVIEWED
EMP0007,2026-09,60900,11094,0,871.05,0,72865.05,87.84,2342.31,0,2430.15,70434.9,APPROVED
EMP0008,2026-09,53500,10889,0,707.33,0,65096.33,355.81,0,0,355.81,64740.52,APPROVED
EMP0009,2026-09,205600,10481,0,642.5,0,216723.5,724.87,7907.69,0,8632.56,208090.94,APPROVED
EMP0010,2026-09,95600,12213,6933,965.19,0,115711.19,245.13,0,0,245.13,115466.06,APPROVED
EMP0011,2026-09,99200,11191,5142,310,0,115843,620,0,5881,6501,109342,APPROVED
EMP0012,2026-09,108400,10232,6413,351.78,0,125396.78,460.35,4169.23,0,4629.58,120767.2,APPROVED
EMP0013,2026-09,91000,8786,6448,0,0,106234,430.21,3500,0,3930.21,102303.79,APPROVED
EMP0014,2026-09,84800,9479,6390,1569.62,10434,112672.62,896.92,3261.54,0,4158.46,108514.16,CALCULATED
EMP0015,2026-09,77100,9076,6881,1630.96,0,94687.96,531.3,2965.38,0,3496.68,91191.28,APPROVED
EMP0016,2026-09,76500,9836,4493,0,0,90829,128.73,2942.31,3033,6104.04,84724.96,REVIEWED
EMP0017,2026-09,61700,11169,5560,170.56,0,78599.56,761.36,2373.08,0,3134.44,75465.12,CALCULATED
EMP0018,2026-09,57200,9198,5160,275,0,71833,229.17,0,0,229.17,71603.83,REVIEWED
EMP0019,2026-09,56400,9804,4389,1586.25,0,72179.25,103.94,0,0,103.94,72075.31,APPROVED
EMP0020,2026-09,63500,10463,5579,2159.92,0,81701.92,0,0,3626,3626,78075.92,CALCULATED
EMP0021,2026-09,60100,11548,5742,310.61,0,77700.61,351.55,4623.08,2493,7467.63,70232.98,REVIEWED
EMP0022,2026-09,56800,9359,6422,197.98,18387,91165.98,0,0,4986,4986,86179.98,CALCULATED
EMP0023,2026-09,61100,10886,6276,932.66,18456,97650.66,205.63,0,0,205.63,97445.03,APPROVED
EMP0024,2026-09,57000,8519,4624,904.33,0,71047.33,77.64,0,0,77.64,70969.69,APPROVED
EMP0025,2026-09,63600,12557,6778,0,0,82935,305.77,0,0,305.77,82629.23,APPROVED
EMP0026,2026-09,51900,9965,4442,1696.73,0,68003.73,166.35,1996.15,5107,7269.5,60734.23,APPROVED
EMP0027,2026-09,63500,11730,5085,1564.6,0,81879.6,193.35,0,0,193.35,81686.25,APPROVED
EMP0028,2026-09,59200,11564,5231,320.19,0,76315.19,441.15,0,0,441.15,75874.04,APPROVED
EMP0029,2026-09,63500,10400,5770,1679.09,0,81349.09,142.47,0,0,142.47,81206.62,CALCULATED
EMP0030,2026-09,59500,10735,4854,765.2,0,75854.2,686.54,0,4096,4782.54,71071.66,REVIEWED
EMP0031,2026-09,64900,12564,6428,834.65,0,84726.65,0,0,0,0,84726.65,APPROVED
EMP0032,2026-09,64500,8815,5528,1348.92,0,80191.92,837.26,0,0,837.26,79354.66,REVIEWED
EMP0033,2026-09,57000,10899,5964,582.33,0,74445.33,566.35,2192.31,0,2758.66,71686.67,APPROVED
EMP0034,2026-09,62600,10812,6776,0,0,80188,616.97,0,3373,3989.97,76198.03,REVIEWED
EMP0035,2026-09,58400,11615,5016,730,0,75761,79.55,2246.15,0,2325.7,73435.3,REVIEWED
EMP0036,2026-09,53600,10038,4117,470.29,0,68225.29,322.12,0,0,322.12,67903.17,REVIEWED
EMP0037,2026-09,40000,11153,4136,1028.85,0,56317.85,48.08,0,0,48.08,56269.77,CALCULATED
EMP0038,2026-09,43400,11572,4432,88.68,0,59492.68,93.89,0,0,93.89,59398.79,REVIEWED
EMP0039,2026-09,40900,10610,4858,0,0,56368,203.19,0,0,203.19,56164.81,APPROVED
EMP0040,2026-09,39600,9366,4992,509.28,10352,64819.28,374.42,1523.08,0,1897.5,62921.78,APPROVED
EMP0041,2026-09,45900,11582,5864,0,0,63346,0,0,0,0,63346,APPROVED
EMP0042,2026-09,42300,10275,6024,0,0,58599,284.71,3253.85,0,3538.56,55060.44,REVIEWED
EMP0043,2026-09,45500,10742,5230,426.56,0,61898.56,0,0,0,0,61898.56,REVIEWED
EMP0044,2026-09,41000,10285,4712,492.79,0,56489.79,275.96,1576.92,0,1852.88,54636.91,APPROVED
EMP0045,2026-09,39200,9865,4905,749.13,0,54719.13,97.37,1507.69,0,1605.06,53114.07,CALCULATED
EMP0046,2026-09,41400,11330,6737,328.41,0,59795.41,212.31,0,0,212.31,59583.1,APPROVED
EMP0047,2026-09,29900,10943,6674,305.47,0,47822.47,153.33,0,0,153.33,47669.14,APPROVED
EMP0048,2026-09,32600,10583,4417,109.71,0,47709.71,39.18,0,0,39.18,47670.53,APPROVED
EMP0049,2026-09,185500,9610,0,1716.77,0,196826.77,2170.11,7134.62,0,9304.73,187522.04,REVIEWED
EMP0050,2026-09,86500,9843,5740,727.76,0,102810.76,568.35,3326.92,0,3895.27,98915.49,CALCULATED
EMP0051,2026-09,94900,8899,6037,422.03,0,110258.03,950.52,3650,0,4600.52,105657.51,REVIEWED
EMP0052,2026-09,53000,10795,5363,0,0,69158,72.2,0,0,72.2,69085.8,CALCULATED
EMP0053,2026-09,49600,10192,5431,0,0,65223,413.33,0,0,413.33,64809.67,APPROVED
EMP0054,2026-09,52200,11544,6715,1273.63,0,71732.63,0,2007.69,0,2007.69,69724.94,CALCULATED
EMP0055,2026-09,59100,11040,4938,2067.08,0,77145.08,383.58,0,0,383.58,76761.5,REVIEWED
EMP0056,2026-09,53200,10319,5499,0,0,69018,221.67,2046.15,0,2267.82,66750.18,REVIEWED
EMP0057,2026-09,52200,11976,5545,702.69,0,70423.69,150.58,2007.69,6375,8533.27,61890.42,REVIEWED
EMP0058,2026-09,58200,9077,6485,237.84,0,73999.84,163.22,0,0,163.22,73836.62,APPROVED
EMP0059,2026-09,57900,9200,5222,897.73,0,73219.73,129.9,6680.77,2992,9802.67,63417.06,REVIEWED
EMP0060,2026-09,55100,10857,6335,0,0,72292,0,4238.46,0,4238.46,68053.54,APPROVED
EMP0061,2026-09,185200,10584,0,4318.37,0,200102.37,2225.96,14246.15,0,16472.11,183630.26,REVIEWED
EMP0062,2026-09,93500,8061,5937,280.95,0,107778.95,1603.29,3596.15,5803,11002.44,96776.51,CALCULATED
EMP0063,2026-09,111100,10400,4619,0,0,126119,1308.63,0,0,1308.63,124810.37,CALCULATED
EMP0064,2026-09,55300,11272,6587,0,0,73159,0,0,0,0,73159,REVIEWED
EMP0065,2026-09,67000,11727,6652,805.29,0,86184.29,590.54,0,7794,8384.54,77799.75,CALCULATED
EMP0066,2026-09,53200,10868,4287,0,0,68355,439.07,2046.15,0,2485.22,65869.78,REVIEWED
EMP0067,2026-09,61100,11223,4929,0,0,77252,117.5,0,0,117.5,77134.5,CALCULATED
EMP0068,2026-09,52900,12367,5388,0,0,70655,203.46,0,0,203.46,70451.54,CALCULATED
EMP0069,2026-09,65300,11022,4697,0,0,81019,470.91,0,0,470.91,80548.09,REVIEWED
EMP0070,2026-09,62900,12289,5768,831.61,0,81788.61,690.49,0,0,690.49,81098.12,CALCULATED
EMP0071,2026-09,189900,11112,0,2761.77,16518,220291.77,1262.96,0,0,1262.96,219028.81,APPROVED
EMP0072,2026-09,99500,10549,0,1040.44,0,111089.44,191.35,7653.85,0,7845.2,103244.24,APPROVED
EMP0073,2026-09,92600,11289,0,1825.29,0,105714.29,326.47,3561.54,0,3888.01,101826.28,REVIEWED
EMP0074,2026-09,48200,9105,0,0,0,57305,119.73,1853.85,6892,8865.58,48439.42,REVIEWED
EMP0075,2026-09,51100,10190,0,171.97,0,61461.97,171.97,0,0,171.97,61290,APPROVED
EMP0076,2026-09,52100,11624,0,0,0,63724,200.38,2003.85,3467,5671.23,58052.77,CALCULATED
EMP0077,2026-09,44100,12450,0,0,0,56550,0,1696.15,0,1696.15,54853.85,REVIEWED
EMP0078,2026-09,49700,10685,0,0,0,60385,0,0,0,0,60385,REVIEWED
EMP0079,2026-09,53500,9407,0,945.25,0,63852.25,647.32,2057.69,0,2705.01,61147.24,APPROVED
EMP0080,2026-09,53200,12374,0,530.72,0,66104.72,865.35,0,0,865.35,65239.37,APPROVED
EMP0081,2026-09,48200,10170,0,567.74,0,58937.74,243.32,1853.85,0,2097.17,56840.57,REVIEWED
EMP0082,2026-09,47300,11112,0,432.07,0,58844.07,75.8,1819.23,0,1895.03,56949.04,APPROVED
EMP0083,2026-09,191100,9681,0,1699.69,0,202480.69,0,0,0,0,202480.69,REVIEWED
EMP0084,2026-09,150200,10838,0,3520.31,0,164558.31,0,5776.92,0,5776.92,158781.39,REVIEWED
EMP0085,2026-09,72800,12350,0,0,0,85150,735,0,0,735,84415,REVIEWED
EMP0086,2026-09,77700,10998,0,681.74,0,89379.74,80.94,0,2559,2639.94,86739.8,CALCULATED
EMP0087,2026-09,66000,12301,0,182.45,0,78483.45,243.27,5076.92,0,5320.19,73163.26,CALCULATED
EMP0088,2026-09,72800,10436,0,726.25,0,83962.25,268.33,2800,0,3068.33,80893.92,CALCULATED
EMP0089,2026-09,76400,11032,0,440.77,0,87872.77,655.03,2938.46,6661,10254.49,77618.28,CALCULATED
EMP0090,2026-09,78200,9786,0,1757.62,0,89743.62,375.96,3007.69,0,3383.65,86359.97,APPROVED
EMP0091,2026-09,234900,10308,0,0,0,245208,790.53,0,0,790.53,244417.47,REVIEWED
EMP0092,2026-09,149500,9073,0,0,0,158573,718.75,0,0,718.75,157854.25,APPROVED
EMP0093,2026-09,71400,8633,0,240.29,0,80273.29,205.96,2746.15,0,2952.11,77321.18,CALCULATED
EMP0094,2026-09,68500,10790,0,979.75,0,80269.75,483.01,2634.62,0,3117.63,77152.12,APPROVED
EMP0095,2026-09,74400,10801,0,849.52,0,86050.52,0,2861.54,4186,7047.54,79002.98,APPROVED
EMP0096,2026-09,74400,8757,0,0,0,83157,733.27,2861.54,0,3594.81,79562.19,CALCULATED
EMP0097,2026-09,80000,11065,0,1826.92,0,92891.92,294.87,0,0,294.87,92597.05,CALCULATED
EMP0098,2026-09,80000,12814,0,923.08,0,93737.08,0,0,0,0,93737.08,APPROVED
EMP0099,2026-09,73300,9582,0,1541.77,0,84423.77,70.48,0,2360,2430.48,81993.29,REVIEWED
EMP0100,2026-09,79700,10220,0,1044.15,0,90964.15,715.26,3065.38,0,3780.64,87183.51,CALCULATED
